"filename", "language", "GameMaker Language(GameMaker Studio 2)", "GameMaker Studio 2 YY Project Config", "GameMaker Studio 2 YY Config", "HLSL", "comment", "blank", "total"
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\notes\NeededAdditions\NeededAdditions.yy", "GameMaker Studio 2 YY Config", 0, 0, 10, 0, 0, 0, 10
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_ActionBar\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 14, 0, 0, 0, 1, 5, 20
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_ActionBar\Draw_0.gml", "GameMaker Language(GameMaker Studio 2)", 0, 0, 0, 0, 1, 1, 2
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_ActionBar\Draw_74.gml", "GameMaker Language(GameMaker Studio 2)", 8, 0, 0, 0, 6, 4, 18
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_ActionBar\obj_ActionBar.yy", "GameMaker Studio 2 YY Config", 0, 0, 40, 0, 0, 0, 40
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_ActionBar\obj_Healthbar.yy", "GameMaker Studio 2 YY Config", 0, 0, 40, 0, 0, 0, 40
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_AmmoBar\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 15, 0, 0, 0, 4, 3, 22
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_AmmoBar\Draw_0.gml", "GameMaker Language(GameMaker Studio 2)", 0, 0, 0, 0, 1, 1, 2
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_AmmoBar\Draw_64.gml", "GameMaker Language(GameMaker Studio 2)", 10, 0, 0, 0, 11, 5, 26
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_AmmoBar\obj_AmmoBar.yy", "GameMaker Studio 2 YY Config", 0, 0, 40, 0, 0, 0, 40
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_AmmoBar\obj_Healthbar.yy", "GameMaker Studio 2 YY Config", 0, 0, 36, 0, 0, 0, 36
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_AmmoBar\obj_Overheatbar.yy", "GameMaker Studio 2 YY Config", 0, 0, 36, 0, 0, 0, 36
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_AmmoGenerator\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 1, 0, 0, 0, 1, 1, 3
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_AmmoGenerator\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 21, 0, 0, 0, 3, 6, 30
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_AmmoGenerator\obj_AmmoGenerator.yy", "GameMaker Studio 2 YY Config", 0, 0, 34, 0, 0, 0, 34
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_AmmoPack\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 5, 0, 0, 0, 0, 2, 7
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_AmmoPack\Draw_0.gml", "GameMaker Language(GameMaker Studio 2)", 12, 0, 0, 0, 1, 1, 14
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_AmmoPack\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 22, 0, 0, 0, 4, 8, 34
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_AmmoPack\obj_AmmoPack.yy", "GameMaker Studio 2 YY Config", 0, 0, 40, 0, 0, 0, 40
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_AnimRGB\KeyPress_13.gml", "GameMaker Language(GameMaker Studio 2)", 4, 0, 0, 0, 1, 2, 7
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_AnimRGB\obj_AnimRGB.yy", "GameMaker Studio 2 YY Config", 0, 0, 33, 0, 0, 0, 33
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_AsteroidClick\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 7, 0, 0, 0, 12, 1, 20
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_AsteroidClick\obj_AsteroidClick.yy", "GameMaker Studio 2 YY Config", 0, 0, 33, 0, 0, 0, 33
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_AsteroidGenerator\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 24, 0, 0, 0, 10, 8, 42
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_AsteroidGenerator\Other_5.gml", "GameMaker Language(GameMaker Studio 2)", 1, 0, 0, 0, 0, 0, 1
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_AsteroidGenerator\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 60, 0, 0, 0, 7, 11, 78
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_AsteroidGenerator\obj_AsteroidGenerator.yy", "GameMaker Studio 2 YY Config", 0, 0, 35, 0, 0, 0, 35
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Asteroid\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 61, 0, 0, 0, 7, 12, 80
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Asteroid\Destroy_0.gml", "GameMaker Language(GameMaker Studio 2)", 10, 0, 0, 0, 0, 1, 11
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Asteroid\Draw_0.gml", "GameMaker Language(GameMaker Studio 2)", 23, 0, 0, 0, 16, 8, 47
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Asteroid\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 32, 0, 0, 0, 25, 11, 68
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Asteroid\obj_Asteroid.yy", "GameMaker Studio 2 YY Config", 0, 0, 46, 0, 0, 0, 46
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Astershield\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 8, 0, 0, 0, 2, 1, 11
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Astershield\Destroy_0.gml", "GameMaker Language(GameMaker Studio 2)", 6, 0, 0, 0, 0, 0, 6
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Astershield\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 8, 0, 0, 0, 1, 2, 11
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Astershield\obj_Astershield.yy", "GameMaker Studio 2 YY Config", 0, 0, 35, 0, 0, 0, 35
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_AudioController\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 19, 0, 0, 0, 10, 9, 38
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_AudioController\Other_3.gml", "GameMaker Language(GameMaker Studio 2)", 1, 0, 0, 0, 0, 1, 2
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_AudioController\Other_5.gml", "GameMaker Language(GameMaker Studio 2)", 1, 0, 0, 0, 0, 0, 1
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_AudioController\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 10, 0, 0, 0, 6, 4, 20
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_AudioController\obj_AudioController.yy", "GameMaker Studio 2 YY Config", 0, 0, 39, 0, 0, 0, 39
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_BBullet\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 5, 0, 0, 0, 0, 1, 6
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_BBullet\Draw_0.gml", "GameMaker Language(GameMaker Studio 2)", 1, 0, 0, 0, 0, 1, 2
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_BBullet\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 6, 0, 0, 0, 2, 5, 13
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_BBullet\obj_BBullet.yy", "GameMaker Studio 2 YY Config", 0, 0, 42, 0, 0, 0, 42
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_BBullet\obj_Bullet.yy", "GameMaker Studio 2 YY Config", 0, 0, 39, 0, 0, 0, 39
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_BackM\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 7, 0, 0, 0, 0, 1, 8
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_BackM\Draw_64.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 0, 0, 3
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_BackM\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 4, 0, 0, 0, 2, 3, 9
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_BackM\obj_BackM.yy", "GameMaker Studio 2 YY Config", 0, 0, 38, 0, 0, 0, 38
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Back\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 7, 0, 0, 0, 0, 4, 11
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Back\Draw_64.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 0, 0, 3
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Back\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 0, 0, 3
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Back\obj_Back.yy", "GameMaker Studio 2 YY Config", 0, 0, 40, 0, 0, 0, 40
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_BounceArmada\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 0, 0, 3
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_BounceArmada\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 21, 0, 0, 0, 7, 8, 36
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_BounceArmada\obj_BounceArmada.yy", "GameMaker Studio 2 YY Config", 0, 0, 34, 0, 0, 0, 34
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_BounceBullet\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 9, 0, 0, 0, 0, 2, 11
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_BounceBullet\Draw_0.gml", "GameMaker Language(GameMaker Studio 2)", 1, 0, 0, 0, 0, 1, 2
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_BounceBullet\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 17, 0, 0, 0, 46, 8, 71
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_BounceBullet\obj_BounceBullet.yy", "GameMaker Studio 2 YY Config", 0, 0, 40, 0, 0, 0, 40
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Bullet\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 9, 0, 0, 0, 0, 4, 13
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Bullet\Destroy_0.gml", "GameMaker Language(GameMaker Studio 2)", 1, 0, 0, 0, 0, 1, 2
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Bullet\Draw_0.gml", "GameMaker Language(GameMaker Studio 2)", 1, 0, 0, 0, 0, 1, 2
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Bullet\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 22, 0, 0, 0, 8, 14, 44
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Bullet\obj_Bullet.yy", "GameMaker Studio 2 YY Config", 0, 0, 44, 0, 0, 0, 44
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_ChangeLayerStart\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 6, 0, 0, 0, 1, 1, 8
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_ChangeLayerStart\obj_ChangeLayerStart.yy", "GameMaker Studio 2 YY Config", 0, 0, 33, 0, 0, 0, 33
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_ChangeType2\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 14, 0, 0, 0, 1, 3, 18
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_ChangeType2\Draw_64.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 0, 0, 3
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_ChangeType2\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 7, 0, 0, 0, 2, 5, 14
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_ChangeType2\obj_ChangeType.yy", "GameMaker Studio 2 YY Config", 0, 0, 37, 0, 0, 0, 37
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_ChangeType2\obj_ChangeType2.yy", "GameMaker Studio 2 YY Config", 0, 0, 38, 0, 0, 0, 38
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_ChangeTypeM\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 10, 0, 0, 0, 1, 6, 17
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_ChangeTypeM\Draw_64.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 0, 0, 3
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_ChangeTypeM\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 7, 0, 0, 0, 2, 3, 12
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_ChangeTypeM\obj_ChangeType.yy", "GameMaker Studio 2 YY Config", 0, 0, 38, 0, 0, 0, 38
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_ChangeTypeM\obj_ChangeTypeM.yy", "GameMaker Studio 2 YY Config", 0, 0, 38, 0, 0, 0, 38
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_ChangeType\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 14, 0, 0, 0, 1, 5, 20
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_ChangeType\Draw_64.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 0, 0, 3
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_ChangeType\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 7, 0, 0, 0, 2, 3, 12
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_ChangeType\obj_ChangeType.yy", "GameMaker Studio 2 YY Config", 0, 0, 38, 0, 0, 0, 38
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Client\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 51, 0, 0, 0, 5, 10, 66
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Client\Other_5.gml", "GameMaker Language(GameMaker Studio 2)", 4, 0, 0, 0, 0, 1, 5
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Client\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 13, 0, 0, 0, 15, 4, 32
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Client\obj_Client.yy", "GameMaker Studio 2 YY Config", 0, 0, 40, 0, 0, 0, 40
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_CreditText116\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 8, 0, 0, 0, 0, 2, 10
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_CreditText116\Draw_64.gml", "GameMaker Language(GameMaker Studio 2)", 5, 0, 0, 0, 0, 2, 7
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_CreditText116\obj_CreditText.yy", "GameMaker Studio 2 YY Config", 0, 0, 34, 0, 0, 0, 34
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_CreditText116\obj_CreditText116.yy", "GameMaker Studio 2 YY Config", 0, 0, 34, 0, 0, 0, 34
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_CreditText\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 15, 0, 0, 0, 0, 6, 21
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_CreditText\Draw_64.gml", "GameMaker Language(GameMaker Studio 2)", 5, 0, 0, 0, 0, 2, 7
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_CreditText\obj_CreditText.yy", "GameMaker Studio 2 YY Config", 0, 0, 34, 0, 0, 0, 34
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_CreditsBack\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 7, 0, 0, 0, 0, 4, 11
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_CreditsBack\Draw_64.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 0, 0, 3
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_CreditsBack\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 0, 0, 3
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_CreditsBack\obj_Back.yy", "GameMaker Studio 2 YY Config", 0, 0, 40, 0, 0, 0, 40
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_CreditsBack\obj_CreditsBack.yy", "GameMaker Studio 2 YY Config", 0, 0, 38, 0, 0, 0, 38
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_CreditsBack\obj_OptionsBack.yy", "GameMaker Studio 2 YY Config", 0, 0, 38, 0, 0, 0, 38
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Credits\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 10, 0, 0, 0, 0, 3, 13
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Credits\Draw_64.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 1, 2, 6
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Credits\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 0, 2, 5
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Credits\obj_Credits.yy", "GameMaker Studio 2 YY Config", 0, 0, 38, 0, 0, 0, 38
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Credits\obj_EditShipButton.yy", "GameMaker Studio 2 YY Config", 0, 0, 38, 0, 0, 0, 38
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_Credits\obj_Options.yy", "GameMaker Studio 2 YY Config", 0, 0, 38, 0, 0, 0, 38
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_DeltaTime\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 1, 0, 0, 0, 0, 0, 1
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_DeltaTime\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 1, 0, 0, 0, 0, 0, 1
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_DeltaTime\obj_DeltaTime.yy", "GameMaker Studio 2 YY Config", 0, 0, 34, 0, 0, 0, 34
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_ESC\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 4, 0, 0, 0, 0, 0, 4
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_ESC\Draw_64.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 3, 1, 7
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_ESC\KeyPress_27.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 1, 1, 5
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_ESC\obj_ESC.yy", "GameMaker Studio 2 YY Config", 0, 0, 35, 0, 0, 0, 35
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EditMenuBack\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 7, 0, 0, 0, 0, 4, 11
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EditMenuBack\Draw_64.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 0, 0, 3
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EditMenuBack\Step_0.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 0, 0, 3
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EditMenuBack\obj_Back.yy", "GameMaker Studio 2 YY Config", 0, 0, 40, 0, 0, 0, 40
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EditMenuBack\obj_EditMenuBack.yy", "GameMaker Studio 2 YY Config", 0, 0, 38, 0, 0, 0, 38
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EditMenuBack\obj_OptionsBack.yy", "GameMaker Studio 2 YY Config", 0, 0, 38, 0, 0, 0, 38
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EditMenuNext\Create_0.gml", "GameMaker Language(GameMaker Studio 2)", 8, 0, 0, 0, 0, 5, 13
"g:\All files\Programming\My Games\GameMaker Studio\Planetbattles\objects\obj_EditMenuNext\Draw_64.gml", "GameMaker Language(GameMaker Studio 2)", 3, 0, 0, 0, 0, 1, 4
